Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,_query_make,_query_model,_query_year,report_date_iso
Hyundai Motor America,25V607000,False,False,False,,12/09/2025,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The seat belt buckles in the driver, passenger, and second-row window seats may fail to latch.","Seat belt buckles that fail to latch may not properly restrain occupants in a crash, increasing the risk of injury.","Passengers are advised to insert the belt firmly into the buckle with a quick and direct motion, pulling on the belt to confirm the seat belt is fully secured, until the recall remedy is performed. Dealers will replace the seat belt buckle assemblies, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning October 23, 2025. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 283.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,2023,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2023,2025-09-12
Hyundai Motor America,26V034000,False,False,False,,23/01/2026,AIR BAGS:SIDE/WINDOW:CURTAIN,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The side curtain air bags for third-row occupants may deploy improperly in a crash. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 226, ""Ejection Mitigation.""",Improper side curtain air bag deployment increases the risk of injury during a crash.,"Dealers will install a protective film over the rear window and remove padding, as necessary free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning March 13, 2026. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 292. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 24, 2026.",,2023,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2023,2026-01-23
Hyundai Motor America,23V526000,False,True,False,,27/07/2023,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,"Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Palisade Tucson, 2023 Sonata, Elantra, and Kona vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump controller to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters were mailed starting September 7, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 246.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2024,2023-07-27
Hyundai Motor America,23V599000,False,False,False,,25/08/2023,AIR BAGS:SENSOR:OCCUPANT CLASSIFICATION:FRONT PASSENGER,"Hyundai Motor America (Hyundai) is recalling certain 2024 Palisade vehicles equipped with dark premium suede seats.  The Occupant Detection System (ODS) may fail to detect an occupant and deactivate the passenger-side front air bags.  As such, these vehicles fail to comply with Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection.""","Deactivated front passenger air bags will not deploy as intended, increasing the risk of injury during a crash.","Dealers will update the ODS software, free of charge.  Owner notification letters were mailed September 26th, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 249.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2024,2023-08-25
Hyundai Motor America,24V106000,False,False,False,,13/02/2024,ENGINE AND ENGINE COOLING:ENGINE:HARD PARTS INTERNAL/MECHANICAL,"Hyundia Motor America (Hyundai) is recalling certain 2024 Palisade vehicles.  The engine valve springs may break while driving, which can result in a loss of drive power and possibly create a hole in the engine block.",A loss of drive power increases the risk of a crash.  A hole in the engine block increases the risk of a fire.,"Dealers will replace the engine sub-assembly, free of charge.  Owner notification letters were mailed by December 6, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 255.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2024,2024-02-13
Hyundai Motor America,25V607000,False,False,False,,12/09/2025,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The seat belt buckles in the driver, passenger, and second-row window seats may fail to latch.","Seat belt buckles that fail to latch may not properly restrain occupants in a crash, increasing the risk of injury.","Passengers are advised to insert the belt firmly into the buckle with a quick and direct motion, pulling on the belt to confirm the seat belt is fully secured, until the recall remedy is performed. Dealers will replace the seat belt buckle assemblies, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning October 23, 2025. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 283.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,2024,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2024,2025-09-12
Hyundai Motor America,26V034000,False,False,False,,23/01/2026,AIR BAGS:SIDE/WINDOW:CURTAIN,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The side curtain air bags for third-row occupants may deploy improperly in a crash. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 226, ""Ejection Mitigation.""",Improper side curtain air bag deployment increases the risk of injury during a crash.,"Dealers will install a protective film over the rear window and remove padding, as necessary free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning March 13, 2026. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 292. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 24, 2026.",,2024,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2024,2026-01-23
Hyundai Motor America,25V291000,False,True,False,,06/05/2025,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,"Hyundai Motor America (Hyundai) is recalling certain 2025 Hyundai Palisade vehicles.  An insufficient seal on the controller for the electric oil pump may allow moisture to accumulate in the printed circuit board, which can cause an electrical short and result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park their vehicles outside and away from structures until the recall remedy is completed.  Dealers will replace the electric oil pump controller, free of charge.  Owner notification letters were mailed June 11, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 278.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1- 888-275-9171) or go to www.safercar.gov.,2025,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2025,2025-05-06
Hyundai Motor America,25V607000,False,False,False,,12/09/2025,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The seat belt buckles in the driver, passenger, and second-row window seats may fail to latch.","Seat belt buckles that fail to latch may not properly restrain occupants in a crash, increasing the risk of injury.","Passengers are advised to insert the belt firmly into the buckle with a quick and direct motion, pulling on the belt to confirm the seat belt is fully secured, until the recall remedy is performed. Dealers will replace the seat belt buckle assemblies, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning October 23, 2025. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 283.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,2025,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2025,2025-09-12
Hyundai Motor America,26V034000,False,False,False,,23/01/2026,AIR BAGS:SIDE/WINDOW:CURTAIN,"Hyundai Motor America (Hyundai) is recalling certain 2020-2025 Palisade vehicles. The side curtain air bags for third-row occupants may deploy improperly in a crash. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 226, ""Ejection Mitigation.""",Improper side curtain air bag deployment increases the risk of injury during a crash.,"Dealers will install a protective film over the rear window and remove padding, as necessary free of charge. Interim notification letters, notifying owners of the safety risk, were mailed beginning March 13, 2026. Additional letters will be sent once the final remedy is available, anticipated June 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 292. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 24, 2026.",,2025,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2025,2026-01-23
Hyundai Motor America,26V047000,False,False,False,,27/01/2026,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,2026,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2026,2026-01-27
Hyundai Motor America,26V160000,False,False,False,,17/03/2026,SEATS:MID/REAR ASSEMBLY:POWER ADJUST,"Hyundai Motor America (Hyundai) is recalling certain 2026 Palisade and 2026 Palisade Hybrid vehicles equipped with a Limited or Calligraphy trim package. The second and third row power seats may fail to detect a person. The seat may continue to move after contacting a person during powered seat functions, such as one-touch tilt-and-slide or automatic power fold-and-stow.","A person, especially a child, may become trapped by a rear powered seat, increasing the risk of injury or death.","Owners are advised to exercise caution when operating the second and third row power seat functions until the repair is performed. Children are advised to not be in the rear seats or near the rear seating area during power-folding operation. The seat controller and the audio, visual, navigation software will be updated over-the-air (OTA) or by a dealer, as necessary, free of charge. Owner notification letters were mailed May 14, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 296. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov on March 19, 2026.",,2026,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2026,2026-03-17
Hyundai Motor America,26V169000,False,False,False,,20/03/2026,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,"Hyundai Motor America (Hyundai) is recalling certain 2026 Hyundai Palisade and 2026 Hyundai Palisade Hybrid vehicles equipped with ""Limited"" and ""Calligraphy"" trim packages. The internal wiring within the third-row driver-side seat belt buckle may become damaged and result in a permanent display of a belted third-row driver-side seat on the instrument panel.","A faulty seat belt status indicator may fail to alert occupants to an unfastened seat belt, increasing the risk of injury.","Dealers will install a wiring harness extension and replace the seat belt assembly, as necessary, free of charge. Owner notification letters were mailed beginning May 8, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 297. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov March 21, 2026.",,2026,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2026,2026-03-20
Hyundai Motor America,21V301000,False,False,False,,28/04/2021,ENGINE,"Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Elantra, 2019-2021 Kona and Veloster vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which could result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Hyundai will deploy Piston Ring Noise Sensing System (PNSS) software.  Owner notification letters were mailed August 24, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,HYUNDAI,KONA,HYUNDAI,KONA,2020,2021-04-28
Hyundai Motor America,20V022000,False,False,False,,17/01/2020,EQUIPMENT:OTHER:LABELS,"Hyundai Motor America (Hyundai) is recalling certain 2020 Kona vehicles.  The certification label may indicate incorrect Gross Axle Weight Rating (GAWR).  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 567, ""Certification"" and 110, ""Tire Selection and Rims.""","An incorrect GAWR could result in the vehicle being overloaded, increasing the risk of a crash.","Hyundai will notify owners, and dealers will install new label stickers displaying the correct GAWR over the affected areas of the certification label, free of charge.  The recall began March 2, 2020.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 187.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,HYUNDAI,KONA,HYUNDAI,KONA,2020,2020-01-17
Hyundai Motor America,21V301000,False,False,False,,28/04/2021,ENGINE,"Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Elantra, 2019-2021 Kona and Veloster vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which could result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Hyundai will deploy Piston Ring Noise Sensing System (PNSS) software.  Owner notification letters were mailed August 24, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2021,HYUNDAI,KONA,HYUNDAI,KONA,2021,2021-04-28
Hyundai Motor America,23V526000,False,True,False,,27/07/2023,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,"Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Palisade Tucson, 2023 Sonata, Elantra, and Kona vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump controller to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters were mailed starting September 7, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 246.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,HYUNDAI,KONA,HYUNDAI,KONA,2023,2023-07-27
Hyundai Motor America,23V650000,False,False,False,,22/09/2023,SEAT BELTS:REAR/OTHER:RETRACTOR,"Hyundai Motor America (Hyundai) is recalling certain 2024 Kona vehicles.  The seat belt assemblies in the right and left rear seats may not function properly.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 208, ""Occupation Crash Protection"" and 209, ""Seat Belt Assemblies.""","A seat belt that does not function properly may not adequately restrain an occupant in a crash, increasing the risk of injury.","Dealers will inspect and replace the seat belt retractor as necessary, free of charge.  Owner notification letters were mailed November 21, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 250.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,KONA,HYUNDAI,KONA,2024,2023-09-22
Hyundai Motor America,23V901000,False,False,False,,26/12/2023,ELECTRICAL SYSTEM:12V/24V/48V BATTERY:CABLES,Hyundai Motor America (Hyundai) is recalling certain 2024 Kona vehicles.  The 12-Volt battery cables may chafe against the engine control module bracket and short circuit during a crash.,A short circuit increases the risk of an engine compartment fire.,"Dealers will install sheathing over the wiring, free of charge.  Owner notification letters were mailed February 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 252.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,KONA,HYUNDAI,KONA,2024,2023-12-26
Hyundai Motor America,24V308000,False,False,False,,01/05/2024,ENGINE AND ENGINE COOLING:EXHAUST SYSTEM:EMISSION CONTROL:GAS RECIRCULATION VALVE (EGR VALVE),"Hyundai Motor America (Hyundai) is recalling certain 2024 Elantra, Venue, and Kona vehicles.  An electrical short circuit may occur in the exhaust gas recirculation (EGR) valve assembly, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will replace the exhaust gas recirculation valve assembly, free of charge.  Owner notification letters were mailed June 28, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 260.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,KONA,HYUNDAI,KONA,2024,2024-05-01
Hyundai Motor America,26V047000,False,False,False,,27/01/2026,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,2026,HYUNDAI,KONA,HYUNDAI,KONA,2026,2026-01-27
Hyundai Motor America,26V069000,False,False,False,,06/02/2026,STEERING:LINKAGES:KNUCKLE:SPINDLE:ARM,"Hyundai Motor America (Hyundai) is recalling certain 2026 Kona vehicles. Due to a manufacturing error, the front steering knuckles may crack and break, which can result in a loss of vehicle steering control.",A loss of vehicle steering control increases the risk of a crash.,"Dealers will inspect and replace the front steering knuckles, as necessary, free of charge. Owner notification letters were mailed March 5, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 295. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.",,2026,HYUNDAI,KONA,HYUNDAI,KONA,2026,2026-02-06
Hyundai Motor America,22V458000,False,False,False,,27/06/2022,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Venue vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioners with a cap, free of charge.  Owner notification letters were mailed October 25, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 231.  This recall expands and replaces NHTSA recall number 21V-796 for Venue vehicles.  Venue vehicles previously repaired under 21V-796 will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2020,HYUNDAI,VENUE,HYUNDAI,VENUE,2020,2022-06-27
Hyundai Motor America,21V796000,False,False,False,,13/10/2021,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2021 Elantra, Elantra HEV, Venue, Genesis GV80 and 2022 Genesis GV70 vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioner(s) may explode upon deployment.","An exploding seat belt pretensioner could project metal fragments into the vehicle, striking vehicle occupants and resulting in injury.","Dealers will replace the seat belt pretensioners, free of charge.  Owner notification letters were mailed February 10, 2022. Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's numbers for this recall are 211 and 009G.  This recall is replaced by NHTSA recall numbers 22V-354 for Elantra and Elantra HEV vehicles, 22V-458 for Venue vehicles, and 23V-094 for Genesis vehicles.  Elantra, Elantra HEV, Venue, and Genesis vehicles already repaired under this recall will need to have the new remedies completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,HYUNDAI,VENUE,HYUNDAI,VENUE,2021,2021-10-13
Hyundai Motor America,22V458000,False,False,False,,27/06/2022,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Venue vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioners with a cap, free of charge.  Owner notification letters were mailed October 25, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 231.  This recall expands and replaces NHTSA recall number 21V-796 for Venue vehicles.  Venue vehicles previously repaired under 21V-796 will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,HYUNDAI,VENUE,HYUNDAI,VENUE,2021,2022-06-27
Hyundai Motor America,22V458000,False,False,False,,27/06/2022,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Venue vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioners with a cap, free of charge.  Owner notification letters were mailed October 25, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 231.  This recall expands and replaces NHTSA recall number 21V-796 for Venue vehicles.  Venue vehicles previously repaired under 21V-796 will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,VENUE,HYUNDAI,VENUE,2022,2022-06-27
Hyundai Motor America,24V308000,False,False,False,,01/05/2024,ENGINE AND ENGINE COOLING:EXHAUST SYSTEM:EMISSION CONTROL:GAS RECIRCULATION VALVE (EGR VALVE),"Hyundai Motor America (Hyundai) is recalling certain 2024 Elantra, Venue, and Kona vehicles.  An electrical short circuit may occur in the exhaust gas recirculation (EGR) valve assembly, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will replace the exhaust gas recirculation valve assembly, free of charge.  Owner notification letters were mailed June 28, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 260.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,HYUNDAI,VENUE,HYUNDAI,VENUE,2024,2024-05-01
Hyundai Motor America,22V197000,False,False,False,,28/03/2022,ENGINE AND ENGINE COOLING:ENGINE:GASOLINE:TURBO/SUPERCHARGER,"Hyundai Motor America (Hyundai) is recalling certain 2022 Santa Fe and Santa Cruz vehicles.  The oil supply pipe to the turbocharger may crack, which could result in an oil leak in the engine compartment.","An oil leak in the presence of an ignition source such as hot engine or exhaust components, can increase the risk of a fire.","Dealers will replace the turbocharger oil supply pipe, free of charge.  Owner notification letters were mailed May 26, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall 222.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2022,2022-03-28
Hyundai Motor America,22V746000,False,False,False,,06/10/2022,POWER TRAIN:AUTOMATIC TRANSMISSION,"Hyundai Motor Company (Hyundai) is recalling certain 2021-2022 Santa Fe, Sonata, Veloster N, 2022 Santa Cruz, Elantra N, and Kona N vehicles.  The vehicle's ""fail-safe"" limited-mobility drive mode may be impaired, when prompted by a transmission oil pump malfunction, which can result in a complete loss of drive power.",Loss of drive power increases the risk of a crash.,"Dealers will inspect and replace the transmission, as necessary.  Dealers will also update the transmission control unit software.  All repairs will be performed free of charge.  Owner notification letters were mailed January 10, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 236.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2022,2022-10-06
Hyundai Motor America,23V038000,False,False,False,,31/01/2023,STRUCTURE:BODY:ROOF AND PILLARS,Hyundai Motor America (Hyundai) is recalling certain 2022 Tucson and 2022-2023 Santa Cruz vehicles.  The roof moldings may detach.,"A detached roof molding could become a road hazard, increasing the risk of a crash.","Dealers will inspect and replace, or secure the roof moldings, as necessary, free of charge.  Owner notification letters were mailed March 30, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 241.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2022,2023-01-31
Hyundai Motor America,23V181000,False,True,False,,17/03/2023,TRAILER HITCHES,"Hyundai Motor America (Hyundai) is recalling certain 2019-2023 Santa Fe, 2021-2023 Santa Fe HEV, 2022-2023 Santa Fe Plug-in HEV and Santa Cruz vehicles potentially equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Hyundai dealership.  Water accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park their vehicles outside and away from structures until the remedy is completed.  Dealers will install a new fuse and wire extension kit as necessary, free of charge.  Owner notification letters were mailed starting May 16, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 244.  This recall is an expansion of previous recall number 22V-633.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2022,2023-03-17
Hyundai Motor America,23V038000,False,False,False,,31/01/2023,STRUCTURE:BODY:ROOF AND PILLARS,Hyundai Motor America (Hyundai) is recalling certain 2022 Tucson and 2022-2023 Santa Cruz vehicles.  The roof moldings may detach.,"A detached roof molding could become a road hazard, increasing the risk of a crash.","Dealers will inspect and replace, or secure the roof moldings, as necessary, free of charge.  Owner notification letters were mailed March 30, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 241.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,HYUNDAI,SANTA CRUZ,HYUNDAI,SANTA CRUZ,2023,2023-01-31
